ID	Source	SOURCE_coord	Dest	DEST_coord  count
178	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	5143
179	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	11893
180	Boulder, CO Metro Area	 40.102555,-105.3632079	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	9340
181	Boulder, CO Metro Area	 40.102555,-105.3632079	Fort Collins, CO Metro Area	 40.5508527,-105.0668085	1482
182	Boulder, CO Metro Area	 40.102555,-105.3632079	Greeley, CO Metro Area	 38.4570355,-101.8185007	2097
183	Bremerton-Silverdale, WA Metro Area	 47.5653663,-122.6246836	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4366
184	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1649
185	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	4038
186	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	5564
187	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	6317
188	Brownsville-Harlingen, TX Metro Area	 25.9140256,-97.4890856	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1158
189	Brownsville-Harlingen, TX Metro Area	 25.9140256,-97.4890856	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1229
190	Brownsville-Harlingen, TX Metro Area	 25.9140256,-97.4890856	McAllen-Edinburg-Mission, TX Metro Area	 26.2043691,-98.230082	1962
191	Brownsville-Harlingen, TX Metro Area	 25.9140256,-97.4890856	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1612
192	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2588
193	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	3310
194	Burlington, NC Metro Area	 36.0956918,-79.4377991	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	1528
195	Burlington, NC Metro Area	 36.0956918,-79.4377991	Greensboro-High Point, NC Metro Area	 36.0726355,-79.7919754	1308
196	California-Lexington Park, MD Metro Area	 38.3004029,-76.5074542	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1439
197	Canton-Massillon, OH Metro Area	 40.7989522,-81.3784445	Akron, OH Metro Area	 41.083064,-81.518485	3318
198	Canton-Massillon, OH Metro Area	 40.7989522,-81.3784445	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1371
199	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2194
200	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	2275
201	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1154
202	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	1261
203	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	1594
204	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	1302
205	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	1644
206	Cedar Rapids, IA Metro Area	 41.9758872,-91.6704053	Des Moines-West Des Moines, IA Metro Area	 41.5910641,-93.6037149	1494
207	Cedar Rapids, IA Metro Area	 41.9758872,-91.6704053	Iowa City, IA Metro Area	 41.6612561,-91.5299106	1136
208	Chambersburg-Waynesboro, PA Metro Area	 39.9405903,-77.6598624	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	1380
209	Champaign-Urbana, IL Metro Area	 40.1164205,-88.2433829	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	4163
210	Charleston, WV Metro Area	 38.3505995,-81.6332812	Huntington-Ashland, WV-KY-OH Metro Area	 38.4192496,-82.445154	2034
211	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1660
212	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	1613
213	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	Columbia, SC Metro Area	 34.0007493,-81.0343313	2945
214	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	Greenville-Anderson-Mauldin, SC Metro Area	 34.851354,-82.3984882	1422
215	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	1448
216	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Asheville, NC Metro Area	 35.6009498,-82.5540161	1472
217	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2521
218	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	1413
219	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Columbia, SC Metro Area	 34.0007493,-81.0343313	3281
220	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	2518
221	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Greensboro-High Point, NC Metro Area	 36.0726355,-79.7919754	2895
222	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Greenville, NC Metro Area	 35.612661,-77.3663538	1166
223	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Greenville-Anderson-Mauldin, SC Metro Area	 34.851354,-82.3984882	2421
224	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Hickory-Lenoir-Morganton, NC Metro Area	 35.7333312,-81.3442915	2679
225	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1120
226	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area	 33.6956461,-78.8900409	1645
227	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1637
228	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Raleigh, NC Metro Area	 35.7803977,-78.6390989	3463
229	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1825
230	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Wilmington, NC Metro Area	 34.2257282,-77.9447107	1084
231	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	Winston-Salem, NC Metro Area	 36.0999,-80.2442	3377
232	Charlottesville, VA Metro Area	 38.029306,-78.4766781	Richmond, VA Metro Area	 37.5407,-77.4360	1853
233	Charlottesville, VA Metro Area	 38.029306,-78.4766781	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	1099
234	Charlottesville, VA Metro Area	 38.029306,-78.4766781	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1580
235	Chattanooga, TN-GA Metro Area	 35.0456297,-85.3096801	Knoxville, TN Metro Area	 35.9603948,-83.9210261	1291
236	Chattanooga, TN-GA Metro Area	 35.0456297,-85.3096801	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	1150
237	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Ann Arbor, MI Metro Area	 42.2681569,-83.7312291	1130
238	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	4367
239	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1799
240	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Bloomington, IL Metro Area	 40.4731073,-88.9941403	5084
241	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Bloomington, IN Metro Area	 39.1670396,-86.5342881	2328
242	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	2380
243	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	1345
244	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Carbondale-Marion, IL Metro Area	 37.7274692,-89.216655	2506
245	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Champaign-Urbana, IL Metro Area	 40.1164205,-88.2433829	8638
246	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	1213
247	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	1801
248	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1500
249	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Columbia, MO Metro Area	 38.951883,-92.3337366	1314
250	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Columbus, OH Metro Area	 39.9622601,-83.0007065	1767
251	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	4522
252	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Davenport-Moline-Rock Island, IA-IL Metro Area	 41.5236436,-90.5776368	2112
253	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Dayton, OH Metro Area	 39.7589478,-84.1916069	1018
254	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	3544
255	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	3105
256	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Grand Rapids-Wyoming, MI Metro Area	 42.9142413,-85.533004	2018
257	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	5858
258	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	6095
259	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Iowa City, IA Metro Area	 41.6612561,-91.5299106	2099
260	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1189
261	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Kalamazoo-Portage, MI Metro Area	 42.291707,-85.5872286	1055
262	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Kankakee, IL Metro Area	 41.1200325,-87.8611531	2576
263	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1298
264	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Lafayette-West Lafayette, IN Metro Area	 40.4167022,-86.8752869	2661
265	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2193
266	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	6436
267	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Madison, WI Metro Area	 43.074761,-89.3837613	3439
268	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Memphis, TN-MS-AR Metro Area	 35.1490215,-90.0516285	1562
269	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2648
270	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Michigan City-La Porte, IN Metro Area	 41.7075394,-86.8950297	2933
271	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Milwaukee-Waukesha-West Allis, WI Metro Area	 43.0349931,-87.922497	6936
272	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	4855
273	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	2130
274	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	6225
275	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	1010
276	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2026
277	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Peoria, IL Metro Area	 40.6938609,-89.5891008	1982
278	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	1390
279	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	6216
280	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Racine, WI Metro Area	 42.7260523,-87.7825242	2080
281	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Raleigh, NC Metro Area	 35.7803977,-78.6390989	1118
282	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	1745
283	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Rockford, IL Metro Area	 42.2713945,-89.093966	3941
284	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1621
285	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	2662
286	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3364
287	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	1566
288	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	2832
289	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	South Bend-Mishawaka, IN-MI Metro Area	 41.6833813,-86.2500066	1718
290	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Springfield, IL Metro Area	 39.7990175,-89.6439575	1591
291	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	5100
292	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	3397
293	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Tucson, AZ Metro Area	 32.2218917,-110.9262353	1147
294	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	2457
295	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	3926
296	Chico, CA Metro Area	 39.7285,-121.8375	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1261
297	Chico, CA Metro Area	 39.7285,-121.8375	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1469
298	Chico, CA Metro Area	 39.7285,-121.8375	Yuba City, CA Metro Area	 39.1404477,-121.6169108	1313
299	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1231
300	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	2058
301	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1299
302	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Columbus, OH Metro Area	 39.9622601,-83.0007065	5692
303	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Dayton, OH Metro Area	 39.7589478,-84.1916069	5240
304	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	1069
305	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Lexington-Fayette, KY Metro Area	 38.0464066,-84.4970393	2316
306	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Louisville/Jefferson County, KY-IN Metro Area	 38.209237,-85.7038502	1656
307	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	Toledo, OH Metro Area	 41.6786754,-83.5127283	1152
308	Clarksville, TN-KY Metro Area	 36.5277607,-87.3588703	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	1829
309	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Akron, OH Metro Area	 41.083064,-81.518485	8605
310	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1360
311	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	2334
312	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Columbus, OH Metro Area	 39.9622601,-83.0007065	6424
313	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Dayton, OH Metro Area	 39.7589478,-84.1916069	1154
314	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Mansfield, OH Metro Area	 40.75839,-82.5154471	1154
315	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Toledo, OH Metro Area	 41.6786754,-83.5127283	2290
316	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	Youngstown-Warren-Boardman, OH-PA Metro Area	 41.1035786,-80.6520161	1329
317	Coeur d'Alene, ID Metro Area	 47.6742994,-116.7811531	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	1393
318	College Station-Bryan, TX Metro Area	 30.6253463,-96.3271538	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1749
319	College Station-Bryan, TX Metro Area	 30.6253463,-96.3271538	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2643
320	College Station-Bryan, TX Metro Area	 30.6253463,-96.3271538	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	4096
321	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	Boulder, CO Metro Area	 40.102555,-105.3632079	1001
322	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	6842
323	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	Fort Collins, CO Metro Area	 40.5508527,-105.0668085	1464
324	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	Greeley, CO Metro Area	 38.4570355,-101.8185007	1326
325	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1285
326	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	Pueblo, CO Metro Area	 38.187635,-104.5350145	1610
327	Columbia, MO Metro Area	 38.951883,-92.3337366	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1761
328	Columbia, MO Metro Area	 38.951883,-92.3337366	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	2070
329	Columbia, SC Metro Area	 34.0007493,-81.0343313	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1198
330	Columbia, SC Metro Area	 34.0007493,-81.0343313	Augusta-Richmond County, GA-SC Metro Area	 33.4709714,-81.9748429	1496
331	Columbia, SC Metro Area	 34.0007493,-81.0343313	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	2280
332	Columbia, SC Metro Area	 34.0007493,-81.0343313	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	3115
333	Columbia, SC Metro Area	 34.0007493,-81.0343313	Greenville-Anderson-Mauldin, SC Metro Area	 34.851354,-82.3984882	2785
334	Columbus, GA-AL Metro Area	 32.4609764,-84.9877094	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2717
335	Columbus, GA-AL Metro Area	 32.4609764,-84.9877094	Auburn-Opelika, AL Metro Area	 41.4767352,-81.1443658	2132
336	Columbus, IN Metro Area	 39.730727,-82.604837	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	1310
