Metros,Original Rank,Weighted Rank,Delta Rank
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Fairbanks, AK Metro Area')",524,669,145
"('Tyler, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",525,390,-135
"('Jackson, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",526,367,-159
"('Bloomsburg-Berwick, PA Metro Area', 'Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area')",527,374,-153
"('Lebanon, PA Metro Area', 'Harrisburg-Carlisle, PA Metro Area')",529,387,-142
"('Great Falls, MT Metro Area', 'Missoula, MT Metro Area')",530,708,178
"('Elmira, NY Metro Area', 'Rochester, NY Metro Area')",531,396,-135
"('Davenport-Moline-Rock Island, IA-IL Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",532,415,-117
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Midland, TX Metro Area')",533,156,-377
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Lubbock, TX Metro Area')",534,650,116
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Longview, TX Metro Area')",535,661,126
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Atlantic City-Hammonton, NJ Metro Area')",536,885,349
"('Denver-Aurora-Lakewood, CO Metro Area', 'Greeley, CO Metro Area')",537,616,79
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Bloomsburg-Berwick, PA Metro Area')",538,542,4
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Dover, DE Metro Area')",539,623,84
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area')",540,630,90
"('Lewiston, ID-WA Metro Area', ""Coeur d'Alene, ID Metro Area"")",541,408,-133
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Santa Maria-Santa Barbara, CA Metro Area')",542,643,101
"('Bloomington, IL Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",544,375,-169
"('Cleveland-Elyria, OH Metro Area', 'Wheeling, WV-OH Metro Area')",545,619,74
"('Lynchburg, VA Metro Area', 'Richmond, VA Metro Area')",546,393,-153
"('Yakima, WA Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",547,348,-199
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Scranton--Wilkes-Barre--Hazleton, PA Metro Area')",548,664,116
"('El Centro, CA Metro Area', 'Riverside-San Bernardino-Ontario, CA Metro Area')",549,398,-151
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Hagerstown-Martinsburg, MD-WV Metro Area')",550,653,103
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Peoria, IL Metro Area')",551,665,114
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Charlottesville, VA Metro Area')",552,647,95
"('Salem, OR Metro Area', 'Albany, OR Metro Area')",553,620,67
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Dubuque, IA Metro Area')",554,668,114
"('Manhattan, KS Metro Area', 'Kansas City, MO-KS Metro Area')",555,350,-205
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Lincoln, NE Metro Area')",556,644,88
"('Waco, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",557,347,-210
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'McAllen-Edinburg-Mission, TX Metro Area')",558,648,90
"('Birmingham-Hoover, AL Metro Area', 'Montgomery, AL Metro Area')",559,614,55
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Tyler, TX Metro Area')",560,652,92
"('Lexington-Fayette, KY Metro Area', 'Owensboro, KY Metro Area')",561,641,80
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Warner Robins, GA Metro Area')",562,496,-66
"('Ocean City, NJ Metro Area', 'Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area')",563,419,-144
"('Pittsburgh, PA Metro Area', 'Johnstown, PA Metro Area')",564,632,68
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Savannah, GA Metro Area')",565,662,97
"('Morristown, TN Metro Area', 'Knoxville, TN Metro Area')",566,394,-172
"('Pittsburgh, PA Metro Area', 'Weirton-Steubenville, WV-OH Metro Area')",567,629,62
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Allentown-Bethlehem-Easton, PA-NJ Metro Area')",568,625,57
"('Birmingham-Hoover, AL Metro Area', 'Gadsden, AL Metro Area')",569,618,49
"('Gettysburg, PA Metro Area', 'York-Hanover, PA Metro Area')",570,372,-198
"('Elizabethtown-Fort Knox, KY Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",571,377,-194
"('Port St. Lucie, FL Metro Area', 'Miami-Fort Lauderdale-West Palm Beach, FL Metro Area')",572,405,-167
"('Raleigh, NC Metro Area', 'Rocky Mount, NC Metro Area')",573,592,19
"('East Stroudsburg, PA Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",574,370,-204
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Hinesville, GA Metro Area')",575,659,84
"('Chambersburg-Waynesboro, PA Metro Area', 'Harrisburg-Carlisle, PA Metro Area')",576,380,-196
"('Casper, WY Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",577,379,-198
"('Wheeling, WV-OH Metro Area', 'Columbus, OH Metro Area')",578,399,-179
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Columbus, GA-AL Metro Area')",579,626,47
"('Weirton-Steubenville, WV-OH Metro Area', 'Pittsburgh, PA Metro Area')",580,400,-180
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Chico, CA Metro Area')",581,538,-43
"('Visalia-Porterville, CA Metro Area', 'Fresno, CA Metro Area')",582,389,-193
"('Kansas City, MO-KS Metro Area', 'Manhattan, KS Metro Area')",583,621,38
"('Lawrence, KS Metro Area', 'Kansas City, MO-KS Metro Area')",584,366,-218
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Napa, CA Metro Area')",585,514,-71
"('Johnson City, TN Metro Area', 'Kingsport-Bristol-Bristol, TN-VA Metro Area')",586,777,191
"('Kennewick-Richland, WA Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",587,388,-199
"('Knoxville, TN Metro Area', 'Morristown, TN Metro Area')",588,615,27
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Vallejo-Fairfield, CA Metro Area')",589,635,46
"('Santa Maria-Santa Barbara, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",590,403,-187
"('Anchorage, AK Metro Area', 'Parkersburg-Vienna, WV Metro Area')",591,504,-87
"('Sacramento--Roseville--Arden-Arcade, CA Metro Area', 'Yuba City, CA Metro Area')",592,658,66
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Macon, GA Metro Area')",593,583,-10
"('Anniston-Oxford-Jacksonville, AL Metro Area', 'Birmingham-Hoover, AL Metro Area')",594,397,-197
"('New Orleans-Metairie, LA Metro Area', 'Monroe, LA Metro Area')",595,656,61
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Binghamton, NY Metro Area')",596,633,37
"('Monroe, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",597,420,-177
"('Louisville/Jefferson County, KY-IN Metro Area', 'Elizabethtown-Fort Knox, KY Metro Area')",598,617,19
"('Florence, SC Metro Area', 'Columbia, SC Metro Area')",599,401,-198
"('Naples-Immokalee-Marco Island, FL Metro Area', 'Cape Coral-Fort Myers, FL Metro Area')",600,1155,555
"('New Orleans-Metairie, LA Metro Area', 'Hammond, LA Metro Area')",601,591,-10
"('Indianapolis-Carmel-Anderson, IN Metro Area', 'Evansville, IN-KY Metro Area')",602,670,68
"('Birmingham-Hoover, AL Metro Area', 'Florence-Muscle Shoals, AL Metro Area')",603,613,10
"('Kansas City, MO-KS Metro Area', 'Topeka, KS Metro Area')",604,606,2
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Utica-Rome, NY Metro Area')",605,681,76
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Buffalo-Cheektowaga-Niagara Falls, NY Metro Area')",606,673,67
"('Fond du Lac, WI Metro Area', 'Milwaukee-Waukesha-West Allis, WI Metro Area')",607,425,-182
"('Bakersfield, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",608,427,-181
"('Kansas City, MO-KS Metro Area', 'Casper, WY Metro Area')",609,688,79
"('Yuba City, CA Metro Area', 'Sacramento--Roseville--Arden-Arcade, CA Metro Area')",610,243,-367
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Syracuse, NY Metro Area')",611,682,71
"('Columbia, SC Metro Area', 'Florence, SC Metro Area')",612,905,293
"('Greeley, CO Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",613,373,-240
"('Midland, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",614,436,-178
"('Sebastian-Vero Beach, FL Metro Area', 'Miami-Fort Lauderdale-West Palm Beach, FL Metro Area')",615,442,-173
"('Grand Forks, ND-MN Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",616,383,-233
"('Harrisburg-Carlisle, PA Metro Area', 'Chambersburg-Waynesboro, PA Metro Area')",617,683,66
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Stockton-Lodi, CA Metro Area')",619,676,57
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Kennewick-Richland, WA Metro Area')",620,663,43
"('Dayton, OH Metro Area', 'Lima, OH Metro Area')",621,1066,445
"('Greenville, NC Metro Area', 'Raleigh, NC Metro Area')",622,378,-244
"('Minneapolis-St. Paul-Bloomington, MN-WI Metro Area', 'Fargo, ND-MN Metro Area')",623,674,51
"('Milwaukee-Waukesha-West Allis, WI Metro Area', 'Green Bay, WI Metro Area')",624,969,345
"('South Bend-Mishawaka, IN-MI Metro Area', 'Niles-Benton Harbor, MI Metro Area')",625,691,66
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Dalton, GA Metro Area')",626,672,46
"('Boston-Cambridge-Newton, MA-NH Metro Area', 'Worcester, MA-CT Metro Area')",627,642,15
"('Provo-Orem, UT Metro Area', 'Salt Lake City, UT Metro Area')",628,284,-344
"('Orlando-Kissimmee-Sanford, FL Metro Area', 'Palm Bay-Melbourne-Titusville, FL Metro Area')",629,917,288
"('Lawton, OK Metro Area', 'Oklahoma City, OK Metro Area')",630,429,-201
"('Saginaw, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",631,433,-198
"('Rapid City, SD Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",632,430,-202
"('Bay City, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",633,428,-205
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Winston-Salem, NC Metro Area')",634,687,53
"('Billings, MT Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",635,224,-411
"('New Bern, NC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",636,392,-244
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Champaign-Urbana, IL Metro Area')",637,679,42
"('La Crosse-Onalaska, WI-MN Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",638,326,-312
"('Fresno, CA Metro Area', 'Visalia-Porterville, CA Metro Area')",639,622,-17
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Danville, IL Metro Area')",640,499,-141
"('Utica-Rome, NY Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",641,410,-231
"('Springfield, MA Metro Area', 'Boston-Cambridge-Newton, MA-NH Metro Area')",642,338,-304
"('Orlando-Kissimmee-Sanford, FL Metro Area', 'Ocala, FL Metro Area')",643,677,34
"('Blacksburg-Christiansburg-Radford, VA Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",644,376,-268
"('Walla Walla, WA Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",645,391,-254
"('Altoona, PA Metro Area', 'Pittsburgh, PA Metro Area')",646,441,-205
"('Jacksonville, NC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",647,411,-236
"('Charlottesville, VA Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",648,447,-201
"('Fort Collins, CO Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",649,437,-212
"('Minneapolis-St. Paul-Bloomington, MN-WI Metro Area', 'Bismarck, ND Metro Area')",650,509,-141
"('Wausau, WI Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",651,424,-227
"('Raleigh, NC Metro Area', 'Wilmington, NC Metro Area')",652,666,14
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Bridgeport-Stamford-Norwalk, CT Metro Area')",654,159,-495
"('Odessa, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",656,448,-208
"('Monroe, LA Metro Area', 'Shreveport-Bossier City, LA Metro Area')",657,267,-390
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Modesto, CA Metro Area')",658,689,31
"('Lancaster, PA Metro Area', 'Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area')",659,417,-242
"('Alexandria, LA Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",660,431,-229
"('Spokane-Spokane Valley, WA Metro Area', 'Lewiston, ID-WA Metro Area')",662,1010,348
"('Beckley, WV Metro Area', 'Huntington-Ashland, WV-KY-OH Metro Area')",663,434,-229
"('Toledo, OH Metro Area', 'Columbus, OH Metro Area')",664,402,-262
"('Madera, CA Metro Area', 'Riverside-San Bernardino-Ontario, CA Metro Area')",665,449,-216
"('Gainesville, FL Metro Area', 'Panama City, FL Metro Area')",667,699,32
"('Hanford-Corcoran, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",668,452,-216
"('Lake Charles, LA Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",669,426,-243
"('Santa Cruz-Watsonville, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",670,446,-224
"('Bakersfield, CA Metro Area', 'Hanford-Corcoran, CA Metro Area')",671,713,42
"('New Orleans-Metairie, LA Metro Area', 'Baton Rouge, LA Metro Area')",672,703,31
"('Lake Havasu City-Kingman, AZ Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",673,351,-322
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Rochester, NY Metro Area')",674,710,36
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Watertown-Fort Drum, NY Metro Area')",675,569,-106
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Charleston, WV Metro Area')",676,161,-515
"('McAllen-Edinburg-Mission, TX Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",677,407,-270
"('Parkersburg-Vienna, WV Metro Area', 'Columbus, OH Metro Area')",678,455,-223
"('Charleston, WV Metro Area', 'Huntington-Ashland, WV-KY-OH Metro Area')",679,460,-219
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Morgantown, WV Metro Area')",680,716,36
"('Lancaster, PA Metro Area', 'Lebanon, PA Metro Area')",681,717,36
"('Pocatello, ID Metro Area', 'Boise City, ID Metro Area')",682,282,-400
"('Roanoke, VA Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",683,461,-222
"('Augusta-Richmond County, GA-SC Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",684,443,-241
"('Las Vegas-Henderson-Paradise, NV Metro Area', 'St. George, UT Metro Area')",685,715,30
"('Texarkana, TX-AR Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",686,301,-385
"('Merced, CA Metro Area', 'Modesto, CA Metro Area')",688,451,-237
"('Clarksville, TN-KY Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",689,386,-303
"('Kansas City, MO-KS Metro Area', 'Wichita, KS Metro Area')",690,696,6
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Madera, CA Metro Area')",691,705,14
"('Port St. Lucie, FL Metro Area', 'Sebastian-Vero Beach, FL Metro Area')",692,602,-90
"('Tulsa, OK Metro Area', 'Fort Smith, AR-OK Metro Area')",693,720,27
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Clarksville, TN-KY Metro Area')",694,695,1
"('Austin-Round Rock, TX Metro Area', 'Killeen-Temple, TX Metro Area')",695,711,16
"('Staunton-Waynesboro, VA Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",696,459,-237
"('North Port-Sarasota-Bradenton, FL Metro Area', 'Punta Gorda, FL Metro Area')",697,759,62
"('Detroit-Warren-Dearborn, MI Metro Area', 'Lansing-East Lansing, MI Metro Area')",698,724,26
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Shreveport-Bossier City, LA Metro Area')",699,678,-21
"('Corpus Christi, TX Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",700,404,-296
"('Idaho Falls, ID Metro Area', 'Boise City, ID Metro Area')",701,439,-262
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Lake Charles, LA Metro Area')",702,712,10
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Cape Coral-Fort Myers, FL Metro Area')",703,645,-58
"('New Orleans-Metairie, LA Metro Area', 'Alexandria, LA Metro Area')",704,671,-33
"('Spokane-Spokane Valley, WA Metro Area', ""Coeur d'Alene, ID Metro Area"")",705,729,24
"('Raleigh, NC Metro Area', 'Durham-Chapel Hill, NC Metro Area')",706,186,-520
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Altoona, PA Metro Area')",707,541,-166
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Augusta-Richmond County, GA-SC Metro Area')",708,730,22
"('Wichita, KS Metro Area', 'Kansas City, MO-KS Metro Area')",709,462,-247
"('Boise City, ID Metro Area', 'Idaho Falls, ID Metro Area')",710,726,16
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'New Bern, NC Metro Area')",711,649,-62
"('Columbus, GA-AL Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",712,432,-280
"('Greensboro-High Point, NC Metro Area', 'Burlington, NC Metro Area')",713,921,208
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Tallahassee, FL Metro Area')",714,732,18
"('Hilton Head Island-Bluffton-Beaufort, SC Metro Area', 'San Diego-Carlsbad, CA Metro Area')",715,456,-259
"('Memphis, TN-MS-AR Metro Area', 'Jonesboro, AR Metro Area')",716,728,12
"('Minneapolis-St. Paul-Bloomington, MN-WI Metro Area', 'La Crosse-Onalaska, WI-MN Metro Area')",717,701,-16
"('Orlando-Kissimmee-Sanford, FL Metro Area', 'Lakeland-Winter Haven, FL Metro Area')",718,734,16
"('Midland, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",719,450,-269
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'State College, PA Metro Area')",720,733,13
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Lynchburg, VA Metro Area')",721,657,-64
"('Youngstown-Warren-Boardman, OH-PA Metro Area', 'Pittsburgh, PA Metro Area')",722,465,-257
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Jacksonville, NC Metro Area')",723,702,-21
"('Winston-Salem, NC Metro Area', 'Charlotte-Concord-Gastonia, NC-SC Metro Area')",724,422,-302
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Grand Island, NE Metro Area')",725,736,11
"('Asheville, NC Metro Area', 'Charlotte-Concord-Gastonia, NC-SC Metro Area')",726,440,-286
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Racine, WI Metro Area')",727,739,12
"('Cedar Rapids, IA Metro Area', 'Waterloo-Cedar Falls, IA Metro Area')",728,738,10
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Jackson, TN Metro Area')",729,497,-232
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",730,179,-551
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Richmond, VA Metro Area')",731,727,-4
"('Gainesville, FL Metro Area', 'Miami-Fort Lauderdale-West Palm Beach, FL Metro Area')",732,469,-263
"('Dubuque, IA Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",733,646,-87
"('Racine, WI Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",734,502,-232
"('Tulsa, OK Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",735,660,-75
"('Columbia, MO Metro Area', 'St. Louis, MO-IL Metro Area')",736,149,-587
"('The Villages, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",737,385,-352
"('New Orleans-Metairie, LA Metro Area', 'Lafayette, LA Metro Area')",739,1069,330
"('Elkhart-Goshen, IN Metro Area', 'South Bend-Mishawaka, IN-MI Metro Area')",740,323,-417
"('Fort Smith, AR-OK Metro Area', 'Fayetteville-Springdale-Rogers, AR-MO Metro Area')",741,463,-278
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Anniston-Oxford-Jacksonville, AL Metro Area')",742,748,6
"('Gulfport-Biloxi-Pascagoula, MS Metro Area', 'Hattiesburg, MS Metro Area')",743,749,6
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Hilton Head Island-Bluffton-Beaufort, SC Metro Area')",744,709,-35
"('St. Louis, MO-IL Metro Area', 'Jefferson City, MO Metro Area')",745,752,7
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Yakima, WA Metro Area')",746,624,-122
"('Hattiesburg, MS Metro Area', 'Gulfport-Biloxi-Pascagoula, MS Metro Area')",747,781,34
"('St. Louis, MO-IL Metro Area', 'Columbia, MO Metro Area')",748,750,2
"('Norwich-New London, CT Metro Area', 'Hartford-West Hartford-East Hartford, CT Metro Area')",749,409,-340
"('Detroit-Warren-Dearborn, MI Metro Area', 'Monroe, MI Metro Area')",750,754,4
"('Dalton, GA Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",751,707,-44
"('Lafayette, LA Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",752,686,-66
"('Springfield, IL Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",753,719,-34
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Auburn-Opelika, AL Metro Area')",754,757,3
"('St. Louis, MO-IL Metro Area', 'Springfield, MO Metro Area')",755,753,-2
"('Niles-Benton Harbor, MI Metro Area', 'South Bend-Mishawaka, IN-MI Metro Area')",756,723,-33
"('Joplin, MO Metro Area', 'St. Louis, MO-IL Metro Area')",757,722,-35
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Lafayette-West Lafayette, IN Metro Area')",758,758,0
"('San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",759,746,-13
"('Tucson, AZ Metro Area', 'Midland, MI Metro Area')",760,1039,279
"('Bowling Green, KY Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",761,697,-64
"('Cleveland, TN Metro Area', 'Chattanooga, TN-GA Metro Area')",763,680,-83
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Aguadilla-Isabela, PR Metro Area')",764,471,-293
"('Lexington-Fayette, KY Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",765,721,-44
"('Auburn-Opelika, AL Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",767,714,-53
"('Fayetteville-Springdale-Rogers, AR-MO Metro Area', 'Joplin, MO Metro Area')",768,762,-6
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Hot Springs, AR Metro Area')",769,731,-38
"('Memphis, TN-MS-AR Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",770,751,-19
"('Allentown-Bethlehem-Easton, PA-NJ Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",771,747,-24
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Jacksonville, FL Metro Area')",772,692,-80
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area')",773,763,-10
"('Las Cruces, NM Metro Area', 'El Paso, TX Metro Area')",774,740,-34
"('Denver-Aurora-Lakewood, CO Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",775,694,-81
"('El Paso, TX Metro Area', 'Las Cruces, NM Metro Area')",776,782,6
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Charleston-North Charleston, SC Metro Area')",777,766,-11
"('Pittsburgh, PA Metro Area', 'Youngstown-Warren-Boardman, OH-PA Metro Area')",778,771,-7
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Huntington-Ashland, WV-KY-OH Metro Area')",779,700,-79
"('Owensboro, KY Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",780,725,-55
"('Charleston-North Charleston, SC Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",781,756,-25
"('Daphne-Fairhope-Foley, AL Metro Area', 'Mobile, AL Metro Area')",782,927,145
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Des Moines-West Des Moines, IA Metro Area')",783,743,-40
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Madison, WI Metro Area')",784,775,-9
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Janesville-Beloit, WI Metro Area')",785,742,-43
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Jackson, MS Metro Area')",786,761,-25
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Fayetteville, NC Metro Area')",787,764,-23
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Bowling Green, KY Metro Area')",788,769,-19
"('Cleveland-Elyria, OH Metro Area', 'Mansfield, OH Metro Area')",789,780,-9
"('Cedar Rapids, IA Metro Area', 'Iowa City, IA Metro Area')",790,776,-14
"('Salisbury, MD-DE Metro Area', 'Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area')",791,784,-7
"('Kingsport-Bristol-Bristol, TN-VA Metro Area', 'Johnson City, TN Metro Area')",792,457,-335
"('Appleton, WI Metro Area', 'Oshkosh-Neenah, WI Metro Area')",793,968,175
"('Hammond, LA Metro Area', 'Baton Rouge, LA Metro Area')",794,774,-20
"('Burlington, NC Metro Area', 'Durham-Chapel Hill, NC Metro Area')",795,423,-372
"('Jacksonville, FL Metro Area', 'Orlando-Kissimmee-Sanford, FL Metro Area')",796,786,-10
"('Jackson, MS Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",797,783,-14
"('Daphne-Fairhope-Foley, AL Metro Area', 'Pensacola-Ferry Pass-Brent, FL Metro Area')",798,804,6
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",799,805,6
"('Springfield, MO Metro Area', 'St. Louis, MO-IL Metro Area')",800,794,-6
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Kansas City, MO-KS Metro Area')",801,791,-10
"('Watertown-Fort Drum, NY Metro Area', 'Syracuse, NY Metro Area')",802,789,-13
